company,com_response_to_consumer,date_received,product,sub_product,issue,sub_issu,consumer_complaint_nar,company_pub_response,state,zip_code,tags,consumer_consent_provided,submitted_via,date_sent_to_com,timely_response,consumer_dis,complaint_id
"Credit Systems of the Fox Valley, Inc.",Closed with explanation,16,16,16,16,16,6,4,16,13,4,14,16,16,16,9,16
"Credit Technologies, Inc.",Closed with explanation,72,72,57,72,63,35,68,72,60,11,64,72,72,72,20,72
"Credit Technology, Inc.",Closed with explanation,20,20,18,20,19,7,9,20,19,4,16,20,20,20,3,20
"Credit Union Mortgage Association, Inc.",Closed with explanation,19,19,19,19,2,7,11,19,17,3,10,19,19,19,15,19
Credit Wise Recovery Solution LLC,Closed with explanation,2,2,2,2,2,1,2,2,2,0,1,2,2,2,2,2
Credit Wise Recovery Solution LLC,Untimely response,11,11,11,11,11,5,0,11,8,1,7,11,11,11,0,11
Credit and Receivables Services Inc.,Closed with explanation,4,4,4,4,4,1,0,4,3,1,4,4,4,4,2,4
"CreditGUARD of America, Inc.",Closed with explanation,2,2,2,2,0,2,1,2,1,1,2,2,2,2,1,2
"Creditech, Inc.",Closed with explanation,7,7,7,7,7,4,1,7,4,1,6,7,7,7,2,7
"Creditmax Collection Agency, Inc. d/b/a Creditmax, Inc.",Closed with explanation,4,4,4,4,4,3,1,4,3,2,4,4,4,4,1,4
"Credito Real USA Finance, LLC",Closed with explanation,44,44,44,44,25,26,30,44,38,9,36,44,44,44,25,44
"Credito Real USA Finance, LLC",Untimely response,4,4,4,4,4,2,0,4,4,0,3,4,4,4,0,4
Creditor Advocates Inc,Closed with explanation,3,3,3,3,3,0,2,3,3,0,1,3,3,3,1,3
Creditor Advocates Inc,Closed with non-monetary relief,7,7,7,7,7,3,4,7,6,1,5,7,7,7,4,7
"Creditor Claims of America, Inc.",Closed with explanation,9,9,9,9,9,2,7,9,9,2,8,9,9,9,7,9
"Creditor Claims of America, Inc.",Closed with monetary relief,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
Creditors Bureau Associates,Closed with explanation,59,59,58,59,59,29,0,59,50,8,49,59,59,59,24,59
Creditors Bureau Associates,Closed with non-monetary relief,9,9,9,9,9,5,1,9,8,1,8,9,9,9,5,9
"Creditors Collection Bureau, Inc.",Closed,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
"Creditors Collection Bureau, Inc.",Closed with explanation,14,14,13,14,14,3,0,14,13,1,11,14,14,14,10,14
"Creditors Collection Bureau, Inc.",Closed with non-monetary relief,2,2,2,2,2,1,0,2,2,0,1,2,2,2,2,2
Creditors Collection Service,Closed with explanation,70,70,70,70,69,27,53,69,60,6,47,70,70,70,39,70
Creditors Service Bureau Inc,Closed with explanation,8,8,8,8,8,5,1,8,8,0,6,8,8,8,3,8
Creditors Service Bureau Inc,Closed with monetary relief,4,4,4,4,4,2,0,4,4,0,2,4,4,4,2,4
"Creditors Specialty Northwest, Inc.",Closed with explanation,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1
Creditors Specialty Service Inc,Closed with explanation,15,15,14,15,13,9,0,15,14,0,15,15,15,15,15,15
Creditors Specialty Service Inc,Closed with non-monetary relief,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
Creditors Specialty Service Inc,Untimely response,8,8,8,8,8,6,0,7,5,0,6,8,8,8,3,8
"Creditors' Protection Service, Inc.",Closed with explanation,9,9,9,9,9,4,3,9,9,1,8,9,9,9,3,9
"Creditors' Service Bureau of Niles, Inc",Closed with explanation,4,4,4,4,4,3,2,4,4,0,4,4,4,4,1,4
"Creditrepair.com Holdings, Inc.",Closed with explanation,9,9,8,9,5,4,0,9,9,1,7,9,9,9,1,9
"Creditrepair.com Holdings, Inc.",Closed with monetary relief,15,15,14,15,2,10,0,14,10,3,11,15,15,15,2,15
"Creditrepair.com Holdings, Inc.",Closed with non-monetary relief,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1
"Credits, Incorporated",Closed with explanation,4,4,4,4,4,4,4,4,4,1,4,4,4,4,1,4
"Credits, Incorporated",Closed with non-monetary relief,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
"Creekside Finance, Inc.",Closed with explanation,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
"Crescent City Credit Recovery, Inc.",Closed with explanation,2,2,2,2,2,1,2,2,1,0,1,2,2,2,1,2
"Crimson Mortgage, Inc.",Closed with explanation,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1
Critical Resolution Mediation LLC,Closed,47,47,44,47,43,19,21,47,40,3,25,47,47,47,47,47
Critical Resolution Mediation LLC,Closed with explanation,45,45,45,45,44,33,29,43,36,5,37,45,45,45,7,45
Critical Resolution Mediation LLC,Untimely response,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
Cross Country Financial Corporation,Closed with explanation,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1
"Cross State Motors, LLC",Closed with explanation,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1
"CrossCheck, Inc.",Closed with explanation,23,23,23,23,16,11,0,22,18,5,13,23,23,23,11,23
Crossman Portfolio Management,Closed with explanation,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
Crosspoint Financial Inc.,Closed with explanation,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1
"Crosstown Law, LLC",Closed with explanation,10,10,10,10,10,4,0,10,8,3,5,10,10,10,10,10
"Crosstown Law, LLC",Closed with non-monetary relief,5,5,5,5,5,1,0,5,5,0,3,5,5,5,5,5
"Crosstown Law, LLC",Untimely response,2,2,2,2,2,1,0,2,2,0,2,2,2,2,2,2
Crow Creek Sioux Tribe,Closed with explanation,51,51,42,51,1,33,49,50,39,8,43,51,51,51,11,51
Crow Creek Sioux Tribe,Closed with monetary relief,9,9,7,9,1,4,8,8,6,0,6,9,9,9,2,9
"Crown Asset Management, LLC",Closed,22,22,22,22,19,6,10,22,21,4,7,22,22,22,22,22
"Crown Asset Management, LLC",Closed with explanation,92,92,88,92,89,40,14,89,79,15,61,92,92,92,21,92
"Crown Holdings, LLC",Closed with explanation,10,10,10,10,10,5,1,10,8,1,7,10,10,10,5,10
"Crown Holdings, LLC",Closed with non-monetary relief,2,2,2,2,2,1,0,2,1,0,1,2,2,2,1,2
"Crystal Motorsports, LLC",Closed with explanation,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
"Crystal Motorsports, LLC",Untimely response,2,2,2,2,2,1,0,2,1,1,2,2,2,2,0,2
Cumulus Funding LLC,Closed with explanation,3,3,2,3,0,1,2,3,2,0,2,3,3,3,1,3
Cumulus Funding LLC,Closed with non-monetary relief,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1
Cunningham Law Inc.,Closed,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
Cunningham Law Inc.,Closed with explanation,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
Curo Inc.,Closed with explanation,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
Curo Inc.,Closed with monetary relief,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1
Currencies Direct Inc.,Closed with monetary relief,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
"Curtin Law Firm, P.C.",Closed with explanation,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1
"Curtwright & Klein, LLC",Closed with explanation,10,10,10,10,10,6,4,10,8,2,9,10,10,10,10,10
"Curtwright & Klein, LLC",Closed with non-monetary relief,2,2,2,2,2,0,0,2,2,0,1,2,2,2,2,2
Cuzco Capital Investment Management,Closed with explanation,2,2,2,2,2,0,1,2,2,0,0,2,2,2,0,2
Cycleone Financial Group,Closed with non-monetary relief,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1
Cypress Collections,Closed with explanation,3,3,3,3,3,1,1,3,3,0,2,3,3,3,3,3
Cypress Collections,Closed with non-monetary relief,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1
"Cypress Financial Recoveries, LLC",Closed with explanation,3,3,3,3,3,2,2,3,3,1,2,3,3,3,0,3
"D&A Services, LLC",Closed,10,10,10,10,10,1,0,10,10,2,2,10,10,10,10,10
"D&A Services, LLC",Closed with explanation,148,148,145,148,145,52,11,147,133,25,83,148,148,148,97,148
"D&A Services, LLC",Closed with monetary relief,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
"D'Aquila, Contreras and Vega, A Professional Law Corporation",Closed,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
D. SCOTT CARRUTHERS,Closed,69,69,69,69,68,32,16,69,67,4,52,69,69,69,69,69
D. SCOTT CARRUTHERS,Closed with explanation,80,80,80,80,75,44,11,79,76,2,72,80,80,80,35,80
D. SCOTT CARRUTHERS,Closed with non-monetary relief,4,4,4,4,4,1,0,4,4,1,4,4,4,4,2,4
D.B.F. COLLECTION CORP.,Closed with explanation,2,2,2,2,2,0,0,2,2,0,0,2,2,2,2,2
D.B.F. COLLECTION CORP.,Untimely response,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1
"D.B.M.E., INC",Closed with explanation,7,7,7,7,7,4,3,7,5,2,6,7,7,7,6,7
"D.S. Erickson & Associates, PLLC",Closed with explanation,3,3,3,3,3,0,2,2,2,1,2,3,3,3,0,3
D2 Management LLC,Closed,17,17,16,17,15,12,3,17,16,2,15,17,17,17,17,17
D2 Management LLC,Closed with explanation,74,74,72,74,70,42,18,70,62,11,59,74,74,74,19,74
DARCARS AUTOMOTIVE  (Mariam Inc.),Closed with explanation,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
"DAS ACQUISITION COMPANY, LLC",Closed,4,4,4,4,0,2,2,4,4,0,2,4,4,4,4,4
"DAS ACQUISITION COMPANY, LLC",Closed with explanation,9,9,9,9,0,2,1,9,7,4,5,9,9,9,8,9
"DAS ACQUISITION COMPANY, LLC",Closed with monetary relief,2,2,2,2,0,1,2,2,2,0,2,2,2,2,2,2
"DAS ACQUISITION COMPANY, LLC",Closed with non-monetary relief,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1
"DAS ACQUISITION COMPANY, LLC",Untimely response,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
DAS Inc,Untimely response,2,2,2,2,2,1,0,2,2,0,1,2,2,2,0,2
DAVIDSON FINK LLP,Closed with explanation,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1
DCB Financial LLC,Closed with explanation,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1
DCB Financial LLC,Untimely response,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1
"DCI Credit Services, Inc.",Closed,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1
"DCI Credit Services, Inc.",Closed with explanation,22,22,21,22,22,12,9,21,15,1,20,22,22,22,6,22
"DCI Credit Services, Inc.",In progress,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1
DCN Holdings Inc.,Closed,18,18,18,18,18,6,10,18,16,2,13,18,18,18,18,18
DCN Holdings Inc.,Closed with explanation,33,33,32,33,31,22,30,32,27,4,31,33,33,33,4,33
DCN Holdings Inc.,Untimely response,2,2,2,2,2,1,0,2,1,0,2,2,2,2,1,2
DCQ LLC,Closed,2,2,2,2,2,1,0,2,2,0,1,2,2,2,2,2
DCQ LLC,Closed with explanation,17,17,16,17,17,8,2,16,16,1,11,17,17,17,7,17
DCQ LLC,Closed with non-monetary relief,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1
DCQ LLC,Untimely response,4,4,4,4,4,0,0,4,4,0,1,4,4,4,0,4
"DCS Financial, Inc.",Closed with explanation,7,7,7,7,7,3,7,7,6,1,7,7,7,7,7,7
"DEBT 0, INC",Closed with explanation,5,5,5,5,0,1,5,5,5,0,2,5,5,5,0,5
"DEBT 0, INC",Closed with non-monetary relief,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
DEBT CREDIT SERVICES,Closed with explanation,4,4,4,4,4,3,0,4,2,3,4,4,4,4,1,4
DEBT CREDIT SERVICES,Untimely response,2,2,2,2,1,1,0,2,0,0,2,2,2,2,0,2
DEEP SOUTH FINANCIAL SERVICES INC.,Closed with explanation,6,6,5,6,5,3,2,5,3,0,5,6,6,6,2,6
DELMAR FINANCIAL COMPANY,Closed with explanation,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
DEPENDABLE CREDIT CORP,Closed,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1
DEPENDABLE CREDIT CORP,Closed with explanation,3,3,3,3,1,0,2,3,3,0,1,3,3,3,2,3
DEVAL LLC,Closed with explanation,19,19,19,19,1,1,3,19,19,5,2,19,19,19,17,19
DEVELOPER'S MORTGAGE CO.,Closed with explanation,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
DFC GLOBAL CORP,Closed,12,12,8,12,7,0,3,9,9,1,1,12,12,12,12,12
DFC GLOBAL CORP,Closed with explanation,72,72,60,72,30,34,41,66,61,19,51,72,72,72,31,72
DFC GLOBAL CORP,Closed with monetary relief,6,6,4,6,1,3,3,6,6,1,3,6,6,6,6,6
DFC GLOBAL CORP,Closed with non-monetary relief,27,27,24,27,21,5,7,24,22,4,8,27,27,27,23,27
"DFI Funding, Inc.",Closed with explanation,3,3,3,3,0,0,3,3,3,3,2,3,3,3,3,3
"DHA FINANCIAL, INC.",Closed with explanation,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
DHI MORTGAGE COMPANY,Closed with explanation,52,52,52,52,1,25,38,52,47,9,35,52,52,52,32,52
DHI MORTGAGE COMPANY,Closed with monetary relief,13,13,13,13,0,3,9,12,12,1,7,13,13,13,10,13
DHI MORTGAGE COMPANY,Closed with non-monetary relief,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
DHI MORTGAGE COMPANY,Closed with relief,2,2,2,2,0,0,0,2,2,0,0,2,2,2,2,2
DHI MORTGAGE COMPANY,Closed without relief,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
"DIRECMANAGEMENT, INC.",Closed with explanation,16,16,16,16,16,9,7,16,11,1,13,16,16,16,2,16
"DIRECMANAGEMENT, INC.",Closed with non-monetary relief,11,11,11,11,11,10,1,11,9,3,10,11,11,11,2,11
DIRECT LENDERS LLC,Closed with explanation,5,5,5,5,0,1,2,5,5,2,2,5,5,5,4,5
DIRECTORS FINANCIAL GROUP,Closed with non-monetary relief,2,2,2,2,0,1,0,2,2,1,2,2,2,2,1,2
DIRECTORS FINANCIAL GROUP,Untimely response,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1
DISCOVER BANK,Closed,3,3,0,3,0,1,0,3,3,0,2,3,3,3,3,3
DISCOVER BANK,Closed with explanation,7962,7962,5253,7962,4561,2750,0,7833,7212,1060,4572,7962,7962,7962,4314,7962
DISCOVER BANK,Closed with monetary relief,1289,1289,545,1289,352,324,0,1269,1186,247,537,1289,1289,1289,957,1289
DISCOVER BANK,Closed with non-monetary relief,1779,1779,1204,1779,1112,569,0,1752,1592,240,1070,1779,1779,1779,851,1779
DISCOVER BANK,Closed with relief,111,111,3,111,0,0,0,111,111,16,0,111,111,111,111,111
DISCOVER BANK,Closed without relief,205,205,11,205,0,0,0,204,204,24,0,205,205,205,205,205
DISCOVER BANK,In progress,42,42,42,42,34,0,0,41,35,7,3,42,42,42,0,42
DIXIE FINANCE COMPANY,Closed with explanation,2,2,2,2,1,1,0,2,1,0,1,2,2,2,1,2
DIXIE FINANCE COMPANY,Untimely response,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1
"DLC, LLC",Closed with explanation,60,60,43,60,24,24,0,58,55,7,41,60,60,60,37,60
DLG LLC,Untimely response,2,2,2,2,2,1,0,2,1,0,1,2,2,2,1,2
DM Motors,Closed with explanation,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1
DM Motors,Closed with monetary relief,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1
DMA Financial Corp.,Closed with explanation,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1
"DMB Financial, LLC",Closed with explanation,10,10,10,10,3,3,4,9,9,4,5,10,10,10,3,10
"DMB Financial, LLC",Closed with monetary relief,3,3,3,3,0,3,0,3,2,1,3,3,3,3,1,3
"DMEC Capital Services LLC, DBA Settle Our Debt",Closed with monetary relief,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1
DOAN SOLUTIONS,Closed with explanation,8,8,8,8,4,5,5,7,6,0,5,8,8,8,4,8
DOAN SOLUTIONS,Closed with monetary relief,4,4,4,4,4,2,1,3,3,0,2,4,4,4,0,4
"DOLEX DOLLAR EXPRESS, INC.",Closed with explanation,20,20,20,20,0,5,15,19,20,3,6,20,20,20,13,20
"DOLEX DOLLAR EXPRESS, INC.",Closed with monetary relief,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1
"DOUGLAS, KNIGHT & ASSOCIATES, INC.",Closed,4,4,4,4,4,3,3,4,3,0,3,4,4,4,4,4
"DOUGLAS, KNIGHT & ASSOCIATES, INC.",Closed with explanation,4,4,4,4,4,2,1,3,3,1,2,4,4,4,2,4
"DPL Associates, Ltd.",Closed with explanation,2,2,2,2,2,0,2,2,2,0,0,2,2,2,0,2
"DPL Associates, Ltd.",Closed with non-monetary relief,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1
DRAGAS MORTGAGE COMPANY,Closed with explanation,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
"DREES COMPANY, INC.",Closed with explanation,3,3,3,3,0,2,1,3,2,0,2,3,3,3,0,3
DRIVE NOW ACCEPTANCE LLC,Closed with explanation,5,5,5,5,5,3,0,5,5,1,4,5,5,5,0,5
"DRIVEiT Holdings, Inc.",Closed with explanation,3,3,3,3,3,2,1,3,3,1,2,3,3,3,1,3
"DRIVEiT Holdings, Inc.",In progress,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1
"DRIVEiT Holdings, Inc.",Untimely response,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
DRS Financial LLC,Closed with explanation,31,31,31,31,31,13,10,31,27,6,20,31,31,31,19,31
"DSW Carolina, LLC d/b/a Resource Services",Closed with explanation,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1
"DSW Mortgage, Inc.",Closed with explanation,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
DTA GROUP LLC,Closed,2,2,2,2,2,0,0,2,2,0,0,2,2,2,2,2
DTA GROUP LLC,Closed with explanation,34,34,33,34,33,0,0,33,33,3,0,34,34,34,34,34
DTA GROUP LLC,Closed with monetary relief,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
DTA GROUP LLC,Untimely response,2,2,2,2,2,2,0,2,1,1,2,2,2,2,2,2
"DYNAMIC RECOVERY SERVICES, INC.",Closed,4,4,4,4,4,0,0,4,4,1,0,4,4,4,4,4
"DYNAMIC RECOVERY SERVICES, INC.",Closed with explanation,6,6,6,6,5,0,0,6,6,0,0,6,6,6,6,6
"DYNAMIC RECOVERY SERVICES, INC.",Untimely response,58,58,58,58,58,30,0,58,53,14,53,58,58,58,35,58
"Dadiwah 13 of Marietta, Inc.",Closed with explanation,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1
"DailyPay, Inc",Closed with explanation,2,2,2,2,0,2,1,2,1,0,2,2,2,2,0,2
"Daiyaan, Inc",Closed with explanation,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1
"Dakota Bluff Financial, LLC",Closed with explanation,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1
"Dana & Pariser Co.,L.P.A.",Closed with explanation,5,5,5,5,5,0,1,5,5,1,2,5,5,5,3,5
"Danco Financial Services, LLC",Closed with explanation,24,24,24,24,15,16,2,23,23,4,19,24,24,24,9,24
"Daniels Norelli Scully & Cecere, P.C.",Closed,10,10,9,10,9,4,0,10,9,0,5,10,10,10,10,10
"Daniels Norelli Scully & Cecere, P.C.",Closed with explanation,31,31,30,31,30,9,0,31,31,5,16,31,31,31,27,31
"Daniels Norelli Scully & Cecere, P.C.",Closed with monetary relief,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
"Dant-Pacific, Ltd",Closed,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1
"Dant-Pacific, Ltd",Closed with explanation,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1
Daramad LLC,Closed with explanation,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1
"Darnel Quick Recovery, Inc.",Closed with explanation,22,22,21,22,22,12,8,22,20,1,14,22,22,22,14,22
Darwin Solutions Inc.,Closed with explanation,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
Data Check of America LLC,Closed,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1
Data Check of America LLC,Untimely response,23,23,23,23,21,9,0,22,17,5,15,23,23,23,22,23
Data Line Credit Corp,Closed with explanation,15,15,14,15,15,6,5,15,15,1,9,15,15,15,15,15
Data Line Credit Corp,Closed with non-monetary relief,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
Data Line Credit Corp,Untimely response,2,2,2,2,2,2,0,2,2,0,2,2,2,2,1,2
Data Mortgage Inc.,Closed with explanation,3,3,3,3,0,0,1,3,3,0,1,3,3,3,3,3
"Data Search NY, Inc.",Closed with explanation,21,21,20,21,20,4,6,21,21,3,15,21,21,21,9,21
"Data and Contact Management Solutions, LLC",Closed with explanation,58,58,57,58,57,17,32,58,48,18,28,58,58,58,31,58
"Data and Contact Management Solutions, LLC",Closed with monetary relief,3,3,3,3,3,1,1,3,3,0,3,3,3,3,1,3
"Data and Contact Management Solutions, LLC",Closed with non-monetary relief,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1
"Data-Central, LLC",Closed,2,2,2,2,2,1,1,2,2,0,2,2,2,2,2,2
"Data-Central, LLC",Closed with explanation,21,21,21,21,21,8,2,20,18,3,9,21,21,21,20,21
"Data-Central, LLC",In progress,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1
DataMax Corporation,Closed with explanation,126,126,125,126,126,40,21,124,113,17,85,126,126,126,76,126
"David A. Bauer, P.C.",Closed with explanation,3,3,3,3,3,1,3,3,3,0,3,3,3,3,3,3
"David A. Gallo & Associates, LLP",Closed with explanation,2,2,2,2,2,0,2,2,2,0,0,2,2,2,0,2
"David B. Schumacher, P.C.",Closed with explanation,2,2,2,2,2,1,1,2,2,1,1,2,2,2,1,2
David Deep Law Offices,Closed with explanation,2,2,2,2,1,1,1,2,1,0,2,2,2,2,2,2
David E. Gray Attorney at Law LLC,Closed with explanation,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1
David N. Hull Attorney at Law P.C.,Closed with explanation,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
David N. Hull Attorney at Law P.C.,Untimely response,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1
"Davis & Amaral Mortgage Consultants, Inc.",Closed with explanation,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
"Davis and Goldmark, Inc.",Closed with explanation,7,7,7,7,6,3,7,7,7,0,7,7,7,7,0,7
"De Lage Landen Finance, LLC",Closed with explanation,10,10,10,10,5,5,2,10,8,4,7,10,10,10,1,10
"DeConcini McDonald Yetwin & Lacy, PC",Closed with explanation,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1
"DeWitt Mortgage Services and Property Management, LLC",Closed with non-monetary relief,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
"DeWitt Mortgage Services and Property Management, LLC",Untimely response,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
Dealer Finance of Western Kentucky,Closed with explanation,2,2,2,2,1,0,1,2,2,0,1,2,2,2,1,2
"Dealer Funding, LLC",Closed with monetary relief,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1
"Dealer Funding, LLC",Untimely response,22,22,21,22,19,13,0,22,20,5,18,22,22,22,6,22
"Dean Morris, L.L.P.",Closed with explanation,4,4,4,4,3,1,2,4,3,3,2,4,4,4,3,4
Dearden's,Closed with monetary relief,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
"Deason Title Agency, LLC",Closed with explanation,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
Deatrick & Spies PSC,Closed with explanation,6,6,6,6,6,4,4,6,6,0,6,6,6,6,3,6
Debt Management Holdings LLC,Closed with explanation,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
Debt Management Holdings LLC,Closed with monetary relief,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
Debt Management Holdings LLC,Closed with non-monetary relief,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1
Debt Management Holdings LLC,Untimely response,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1
Debt Management Incorporated,Closed,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1
Debt Management Incorporated,Closed with explanation,46,46,46,46,46,15,25,45,39,7,32,46,46,46,28,46
Debt Management Incorporated,Closed with non-monetary relief,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1
Debt Management Partners LLC,Closed with explanation,18,18,17,18,16,12,7,18,17,0,16,18,18,18,12,18
"Debt Recovery Pro ,LLC",Closed with explanation,2,2,2,2,2,1,2,2,2,0,2,2,2,2,0,2
"Debt Recovery Solutions of Ohio, Inc.",Closed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Debt Recovery Solutions of Ohio, Inc.",Closed with explanation,3,3,3,3,3,2,3,3,2,1,2,3,3,3,2,3
"Debt Recovery Solutions, LLC",Closed with explanation,826,826,823,826,819,349,167,821,740,114,604,826,826,826,398,826
Debt Recovery Specialists,Closed with non-monetary relief,5,5,5,5,5,1,2,5,5,2,4,5,5,5,5,5
"Debt Reduction Services, Inc.",Closed with monetary relief,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1
Debt Relief Center,Closed with explanation,17,17,17,17,14,10,1,17,12,5,13,17,17,17,0,17
Debt Restoration Services,Closed with explanation,2,2,2,2,2,0,0,2,2,0,0,2,2,2,2,2
Debt Restoration Services,Untimely response,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
Debt Solutions Inc,Closed with monetary relief,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1
"DebtHelp, Inc",Closed with explanation,2,2,2,2,1,2,2,2,2,0,2,2,2,2,0,2
"DebtWave Credit Counseling, Inc.",Closed with monetary relief,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1
Deca Financial Services LLC (Closed),Closed with explanation,17,17,16,17,16,0,0,17,17,2,0,17,17,17,17,17
Deca Financial Services LLC (Closed),Closed with monetary relief,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1
"Deinde Online Services, LLC",Closed with explanation,3,3,3,3,1,2,0,3,2,1,3,3,3,3,0,3
"Del Toro Loan Servicing, Inc",Closed,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
"Del Toro Loan Servicing, Inc",Closed with explanation,3,3,3,3,2,1,2,3,2,2,2,3,3,3,0,3
Delay Group DBA The Debt Management Group,Closed with explanation,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
Delbert Services,Closed with explanation,997,997,625,997,372,58,137,995,977,140,116,997,997,997,996,997
Delbert Services,Untimely response,12,12,12,12,10,6,0,11,10,2,8,12,12,12,0,12
"Delev & Associates, LLC",Closed with explanation,4,4,4,4,4,1,2,4,3,0,2,4,4,4,2,4
"Dellwo, Roberts & Scanlon, P.S.",Untimely response,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1
"Delmarva Collections, Inc.",Closed,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1
"Delmarva Collections, Inc.",Closed with explanation,21,21,21,21,21,7,3,20,18,3,14,21,21,21,11,21
