company,date_received,product,sub_product,issue,sub_issu,consumer_complaint_nar,company_pub_response,state,zip_code,tags,consumer_consent_provided,submitted_via,date_sent_to_com,com_response_to_consumer,timely_response,consumer_dis,complaint_id
Colonial Mortgage Service Co. Of America,2,2,2,2,0,0,0,2,2,0,0,2,2,2,2,2,2
"Colony Brands, Inc.",782,782,706,782,674,353,144,767,665,104,612,782,782,782,782,231,782
"Colorado Capital Investments, Inc.",6,6,6,6,5,2,0,6,6,1,3,6,6,6,6,4,6
Colten Mortgage,4,4,4,4,0,2,2,4,3,0,3,4,4,4,4,0,4
"Columbia Collection Service, Inc.",59,59,59,59,59,21,4,59,56,2,42,59,59,59,59,38,59
Columbia Collectors Inc,13,13,13,13,13,4,0,13,13,0,4,13,13,13,13,9,13
"Columbia Credits, Inc",4,4,4,4,4,2,1,4,3,1,2,4,4,4,4,3,4
Columbia Recovery Group LLC,70,70,70,70,70,34,25,69,63,13,48,70,70,70,70,44,70
"Columbus Capital Lending, LLC",4,4,4,4,0,2,1,3,2,0,3,4,4,4,4,3,4
Columbus Finance Inc.,4,4,4,4,3,3,4,4,2,0,4,4,4,4,4,1,4
Comenity Bank,2,2,2,2,2,0,0,2,2,0,1,2,2,2,2,0,2
Comenity Capital Bank,2,2,2,2,2,0,0,2,2,1,2,2,2,2,2,0,2
Comerica,2495,2495,2386,2495,1144,431,0,2320,2195,443,626,2495,2495,2495,2495,1207,2495
"Commerce Home Mortgage, Inc",6,6,6,6,0,3,0,6,6,2,4,6,6,6,6,2,6
Commercial Acceptance Company,64,64,64,64,64,27,19,63,51,8,41,64,64,64,64,34,64
Commercial Credit Counseling Services Inc.,3,3,3,3,0,1,0,2,2,0,1,3,3,3,3,1,3
"Commercial Industries Services Company, Inc.",2,2,2,2,2,1,0,2,2,0,1,2,2,2,2,0,2
Commercial Recovery Systems,204,204,203,204,200,41,0,201,192,34,49,204,204,204,204,163,204
"Commercial Research & Recovery, Inc.",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
"Commercial Trade, Inc.",49,49,48,49,49,15,29,48,47,7,29,49,49,49,49,34,49
Commercial and Medical Credit Services,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1
Common Wealth Mortgage Services,8,8,8,8,0,4,3,8,7,3,5,8,8,8,8,4,8
"CommonBond, Inc.",16,16,16,16,14,7,13,16,14,0,16,16,16,16,16,8,16
"Commonwealth Auto Credit, LLC",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
"Commonwealth Financial Systems, Inc.",2492,2492,2474,2492,2481,1142,238,2465,2199,303,1917,2492,2492,2492,2492,1079,2492
Commonwealth Health Corporation,21,21,21,21,21,6,4,21,15,3,16,21,21,21,21,6,21
Community Cash Management Corp.,15,15,15,15,15,6,5,14,13,0,11,15,15,15,15,6,15
"Community Health Investment Company, LLC.",131,131,131,131,130,52,5,131,114,18,92,131,131,131,131,72,131
Community Home Lending,2,2,2,2,1,1,0,2,2,0,1,2,2,2,2,1,2
"Community Lending of America, Inc.",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
Como Law Firm P.A.,15,15,15,15,15,5,7,14,12,0,6,15,15,15,15,15,15
"Compass Recovery Group, LLC",11,11,11,11,10,7,7,10,7,3,10,11,11,11,11,0,11
Complete Collection Services Inc.,8,8,7,8,8,5,6,8,6,0,8,8,8,8,8,6,8
"Complete Credit Solutions, Inc.",45,45,44,45,43,25,20,44,38,8,36,45,45,45,45,11,45
Complete Professional Recovery LLC,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
"Computer Credit, Inc.",54,54,54,54,54,23,40,54,49,9,32,54,54,54,54,36,54
ConServe,533,533,528,533,526,183,0,527,484,51,347,533,533,533,533,284,533
"Concentric Receivables Management, Ltd.",60,60,60,60,60,13,19,60,57,4,48,60,60,60,60,26,60
"Concord Enterprises, LLC",1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
Concord Resolution Inc (Closed),125,125,105,125,103,54,1,125,120,15,88,125,125,125,125,125,125
Concord Servicing Corporation,88,88,85,88,78,28,57,86,82,24,51,88,88,88,88,52,88
"Concorde Auto Management, LLC  DBA  Concorde Auto Acceptance",6,6,6,6,6,2,6,6,6,2,5,6,6,6,6,0,6
"Concorde Land Title Services, Inc.",1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
"Conn's, Inc.",1004,1004,985,1004,773,580,1,991,888,158,897,1004,1004,1004,1004,418,1004
"Consider It Collected, LLC",1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
"Consolidated Auto Sales, Inc.",2,2,1,2,2,0,0,2,2,0,2,2,2,2,2,1,2
Consolidated Information Services,18,18,16,18,18,7,0,18,18,3,12,18,18,18,18,2,18
"Consolidated Management Group, LLC",49,49,49,49,47,9,3,49,48,3,14,49,49,49,49,38,49
"Consolidated Recovery Group, LLC",30,30,30,30,30,14,20,30,26,1,26,30,30,30,30,14,30
"Constantino Law Office, P.C.",5,5,5,5,5,3,1,5,5,2,3,5,5,5,5,3,5
"Constar Financial Services, LLC",54,54,54,54,54,24,31,53,47,9,37,54,54,54,54,31,54
Consumer Adjustment Company Incorporated,69,69,69,69,68,19,37,67,61,10,43,69,69,69,69,49,69
Consumer Asset Management (Texas),18,18,17,18,17,9,15,18,17,6,14,18,18,18,18,18,18
"Consumer Attorneys of America, P.A.",1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
Consumer Collection Advocates,2,2,2,2,2,0,0,2,2,1,0,2,2,2,2,2,2
Consumer Collection Management. Inc,98,98,97,98,97,33,68,98,86,12,70,98,98,98,98,48,98
Consumer Credit Counseling Service of San Francisco,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
"Consumer Credit Counseling Service of the Midwest, Inc.",5,5,5,5,2,2,2,5,5,1,3,5,5,5,5,5,5
"Consumer Defense Group, LLC",1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1
"Consumer Education Services, Inc.",4,4,3,4,1,1,0,4,4,1,2,4,4,4,4,1,4
"Consumer Financial Debt Services, LLC",17,17,17,17,14,5,0,17,16,2,9,17,17,17,17,10,17
Consumer Financial Services,47,47,47,47,27,29,17,47,45,3,37,47,47,47,47,21,47
"Consumer Financial Services Solutions, Inc.",1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1
Consumer Real Estate Finance Co.,18,18,18,18,0,11,3,17,11,3,13,18,18,18,18,12,18
Consumer Receivables Management LLC,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1
"Consumer Recovery Solutions, LLC",16,16,16,16,16,11,0,16,13,2,15,16,16,16,16,2,16
Consumer Shield,7,7,7,7,0,1,1,6,5,2,1,7,7,7,7,3,7
Consumer Solutions Group,5,5,5,5,5,3,2,5,5,0,5,5,5,5,5,0,5
Contemporary Information Corp,9,9,8,9,9,2,1,9,9,0,7,9,9,9,9,1,9
Contemporary Recovery Solutions Inc.,5,5,5,5,5,1,0,5,5,0,1,5,5,5,5,5,5
"Continental Central Credit, Inc.",44,44,44,44,43,14,6,41,38,14,20,44,44,44,44,25,44
Continental Credit Control,86,86,86,86,86,39,59,84,82,16,62,86,86,86,86,40,86
Continental Credit Corporation,2,2,2,2,1,2,2,2,2,0,2,2,2,2,2,0,2
"Continental Currency Services, Inc.",2,2,2,2,1,1,2,2,2,0,1,2,2,2,2,1,2
Continental Finance Capital Corporation,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1
"Continental Finance Company, LLC",585,585,349,585,341,286,486,579,514,78,439,585,585,585,585,317,585
"Continental Title Holding Co., Inc.",1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
Controlled Credit Corporation,11,11,11,11,11,2,0,11,11,1,5,11,11,11,11,7,11
"Convergence Acquisitions, LLC",1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1
"Convergent Resources, Inc.",4741,4741,4704,4741,4711,1968,2824,4684,4254,764,3403,4741,4741,4741,4741,2052,4741
Convergys,46,46,44,46,44,15,36,46,44,10,27,46,46,46,46,32,46
"Conville & Conville, PLLC",1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
Cooling & Winter LLC,135,135,133,135,134,76,92,130,123,14,115,135,135,135,135,52,135
Cooper Hoffman Klein Associates,49,49,47,49,46,35,40,49,40,8,46,49,49,49,49,49,49
Copper Lake Financial,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
Cordoba & Associates,2,2,2,2,2,1,0,2,1,0,1,2,2,2,2,1,2
Cordoza & Wexler Recovery Services,32,32,32,32,31,22,8,31,27,6,30,32,32,32,32,0,32
"Core Advisory Group, LLC",29,29,29,29,0,21,16,29,26,4,26,29,29,29,29,27,29
"Core Mortgage Services, LLC",1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1
"Core Recoveries, LLC",8,8,8,8,8,4,4,8,8,1,4,8,8,8,8,4,8
"CoreTitle, LLC",2,2,2,2,1,0,2,2,2,0,1,2,2,2,2,1,2
"Cornerstone Holdings, Inc.",27,27,27,27,27,13,0,27,21,5,24,27,27,27,27,1,27
Cornerstone Home Lending Inc.,85,85,85,85,2,39,61,85,76,14,65,85,85,85,85,46,85
Cornerstone Home Mortgage,2,2,2,2,0,1,1,2,2,0,1,2,2,2,2,2,2
"Cornerstone Legal Group, LLC",5,5,5,5,2,3,0,5,5,0,3,5,5,5,5,3,5
Cornerstone Mediation LLC,6,6,6,6,6,4,1,6,5,0,4,6,6,6,6,6,6
Cornerstone Mitigation,7,7,4,7,4,3,0,7,6,0,4,7,7,7,7,7,7
"Cornerstone Mortgage Group, LLC",1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1
Cosmo Credit Repair,2,2,2,2,0,2,0,2,2,0,2,2,2,2,2,0,2
Cottonwood Financial Ltd.,275,275,210,275,162,132,164,268,222,52,185,275,275,275,275,176,275
Couch Conville & Blitt LLC,46,46,44,46,43,15,3,45,42,13,27,46,46,46,46,32,46
"Coulter Dove & Harris, PC",5,5,5,5,5,3,1,5,5,1,4,5,5,5,5,3,5
"Counsel Mortgage Group, LLC",1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1
Counselors Title LLC,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
CountryPlace Acceptance Corporation,35,35,34,35,4,11,6,35,28,9,20,35,35,35,35,24,35
Courtesy Finance LLC,4,4,4,4,3,1,0,4,3,0,4,4,4,4,4,1,4
Courtney & Camp,3,3,3,3,3,1,1,3,3,1,2,3,3,3,3,2,3
Covington Capital Corporation,2,2,2,2,2,1,2,2,2,0,1,2,2,2,2,0,2
Craig's Auto & RV Inc,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1
Credence Funding Corporation,7,7,7,7,0,5,4,7,6,7,7,7,7,7,7,0,7
"Credence Resource Management, LLC",895,895,893,895,893,392,285,876,782,146,701,895,895,895,895,318,895
Credential Acceptance Corporation,3,3,3,3,3,2,0,3,3,0,2,3,3,3,3,0,3
CrediautoUSA Financial Company LLC,4,4,4,4,3,3,1,4,4,1,3,4,4,4,4,1,4
Credible Labs Inc.,3,3,3,3,1,3,3,3,3,0,3,3,3,3,3,0,3
"Credit & Collection Recovery Services, Inc.",8,8,8,8,8,7,5,8,5,1,8,8,8,8,8,6,8
"Credit Adjustment Services of Harrisburg, Inc",3,3,3,3,3,0,1,3,3,1,1,3,3,3,3,2,3
"Credit Adjustment, Inc",3,3,3,3,3,2,3,3,3,1,3,3,3,3,3,2,3
Credit Adjustments Inc,99,99,98,99,99,44,79,95,84,12,75,99,99,99,99,38,99
"Credit Associates of Maui, LTD",14,14,14,14,14,3,2,14,13,3,9,14,14,14,14,7,14
"Credit Associates, Inc. (MO)",12,12,12,12,12,6,1,12,6,3,12,12,12,12,12,5,12
Credit Bureau Central Inc (MS),8,8,8,8,8,1,0,8,7,1,7,8,8,8,8,2,8
"Credit Bureau Central, Inc (NV)",24,24,22,24,24,0,0,24,24,4,2,24,24,24,24,22,24
"Credit Bureau Collection Services, Inc.",233,233,232,233,232,60,0,233,212,31,123,233,233,233,233,134,233
"Credit Bureau Data, Inc.",8,8,8,8,8,2,4,8,6,2,4,8,8,8,8,5,8
"Credit Bureau Financial Services, Inc.",10,10,10,10,9,4,0,9,9,1,9,10,10,10,10,0,10
Credit Bureau Services Association,77,77,77,77,77,33,14,75,67,27,60,77,77,77,77,27,77
Credit Bureau Services Inc.,10,10,10,10,10,6,7,10,9,1,9,10,10,10,10,5,10
Credit Bureau Services of Iowa Inc.,7,7,7,7,6,2,4,7,6,2,7,7,7,7,7,0,7
"Credit Bureau Services, LLC",10,10,9,10,10,3,3,9,9,3,5,10,10,10,10,8,10
"Credit Bureau Systems, Inc.",74,74,72,74,74,31,59,72,63,14,55,74,74,74,74,35,74
"Credit Bureau of Bessemer, Inc",22,22,22,22,22,12,16,22,16,0,22,22,22,22,22,8,22
"Credit Bureau of Canyon, Inc",6,6,6,6,6,1,2,6,6,0,6,6,6,6,6,0,6
Credit Bureau of Carbon County,65,65,65,65,65,26,0,63,56,14,49,65,65,65,65,19,65
"Credit Bureau of Columbia, Inc.",9,9,9,9,9,2,3,9,8,1,5,9,9,9,9,8,9
"Credit Bureau of Council Bluffs, Inc DBA Credit Information Systems",9,9,9,9,9,3,1,9,9,6,9,9,9,9,9,0,9
"Credit Bureau of Farmington, Inc",3,3,3,3,3,1,3,3,3,1,2,3,3,3,3,1,3
"Credit Bureau of Howell County, LLC",2,2,2,2,1,1,1,2,1,1,2,2,2,2,2,1,2
"Credit Bureau of Jamestown, Inc.",6,6,6,6,6,3,3,6,4,2,5,6,6,6,6,3,6
"Credit Bureau of Jonesboro, Inc.",7,7,5,7,7,6,0,7,6,0,7,7,7,7,7,5,7
"Credit Bureau of Lancaster County, Inc.",52,52,51,52,52,20,17,52,47,4,36,52,52,52,52,39,52
"Credit Bureau of Lewiston-Clarkston, Inc",5,5,5,5,5,3,4,5,4,1,4,5,5,5,5,2,5
"Credit Bureau of Marianna, Inc",2,2,2,2,2,0,1,2,2,0,0,2,2,2,2,1,2
"Credit Bureau of New Ulm, Inc.",5,5,5,5,5,2,2,5,4,1,3,5,5,5,5,5,5
Credit Bureau of Northern California Collections Services Inc,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1
Credit Bureau of San Luis Obispo & Santa Barbara Counties,14,14,13,14,14,8,8,14,11,1,11,14,14,14,14,10,14
"Credit Bureau of Traverse City, Inc.(Closed)",3,3,3,3,3,1,1,3,2,1,1,3,3,3,3,3,3
Credit Bureau of Twin Falls Inc,3,3,3,3,3,2,3,3,3,1,3,3,3,3,3,3,3
"Credit Bureau of York, Inc.",25,25,23,25,25,5,1,25,24,3,11,25,25,25,25,13,25
"Credit Bureau of the South, Inc.",30,30,30,30,30,13,19,30,24,6,24,30,30,30,30,13,30
Credit Card Acquisitions Group,9,9,9,9,8,6,2,9,6,2,7,9,9,9,9,2,9
Credit Card Receivables Fund Incorporated,228,228,221,228,219,80,0,226,206,32,133,228,228,228,228,137,228
"Credit Center, LLC",21,21,21,21,21,8,6,21,16,1,17,21,21,21,21,11,21
"Credit Central Holdings, LLC",166,166,161,166,85,58,67,165,145,20,94,166,166,166,166,127,166
"Credit Clearing House of America, Inc.",30,30,29,30,30,11,0,30,26,3,20,30,30,30,30,17,30
"Credit Collection Partners, Inc.",10,10,10,10,10,7,4,10,9,2,8,10,10,10,10,3,10
"Credit Collections Services, Inc.",2,2,2,2,2,2,0,2,1,0,2,2,2,2,2,1,2
"Credit Collections U.S.A., L.L.C.",108,108,108,108,108,53,31,105,79,22,92,108,108,108,108,39,108
Credit Connection LLC,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
"Credit Consulting Services, Inc.",44,44,44,44,44,24,22,42,35,3,35,44,44,44,44,24,44
"Credit Control Company, Inc.",14,14,14,14,14,6,2,14,14,4,12,14,14,14,14,0,14
Credit Corp Solutions Inc.,137,137,134,137,132,51,59,135,122,21,83,137,137,137,137,62,137
Credit Council Corp,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
"Credit Counsel, Inc.",36,36,36,36,36,23,27,36,35,3,33,36,36,36,36,10,36
Credit Diva of Dallas Inc.,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1
"Credit Financial Services, lnc",21,21,21,21,21,3,1,21,21,2,9,21,21,21,21,16,21
"Credit Information Bureau, Inc.",7,7,7,7,7,4,1,7,6,0,6,7,7,7,7,4,7
Credit International Corporation,38,38,37,38,38,17,19,38,36,9,29,38,38,38,38,23,38
"Credit Karma, Inc.",938,938,526,938,911,452,440,922,808,100,868,938,938,938,938,424,938
Credit Lending Services Inc.,4,4,4,4,4,2,3,4,3,0,4,4,4,4,4,0,4
"Credit Management Control, Inc.",98,98,98,98,98,27,82,97,87,19,74,98,98,98,98,51,98
"Credit Management Services, Inc.",38,38,38,38,38,16,1,38,30,7,26,38,38,38,38,22,38
Credit Management Systems,2,2,2,2,2,1,1,2,2,0,2,2,2,2,2,0,2
Credit Mount,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1
Credit One LLC,10,10,9,10,9,4,0,10,9,3,6,10,10,10,10,6,10
Credit Plus Inc,350,350,291,350,320,171,2,347,314,67,310,350,350,350,350,81,350
"Credit Protection Association, L.P.",973,973,964,973,969,351,621,964,876,155,581,973,973,973,973,625,973
Credit Recovery Consultants,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1
"Credit Regulating Services, Inc.",4,4,4,4,4,2,0,4,4,1,2,4,4,4,4,4,4
"Credit Reporting Services, Inc.",4,4,4,4,4,1,0,4,4,0,4,4,4,4,4,1,4
"Credit Resolutions, LLC",4,4,4,4,4,1,2,4,4,0,3,4,4,4,4,2,4
Credit Restoration of Texas,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1
Credit Service Company,4,4,4,4,4,0,0,4,4,0,0,4,4,4,4,4,4
"Credit Service Company, INC",99,99,99,99,98,38,22,96,85,19,78,99,99,99,99,40,99
Credit Service International Corp,12,12,12,12,12,6,0,12,8,3,11,12,12,12,12,3,12
"Credit Service of Central Washington, Inc.",6,6,6,6,6,5,0,6,6,1,5,6,6,6,6,3,6
"Credit Service of Logan, Inc.",14,14,14,14,8,9,3,14,13,2,12,14,14,14,14,7,14
"Credit Service, Inc",21,21,20,21,21,10,11,21,21,3,15,21,21,21,21,11,21
"Credit Services Corporation, LLC",11,11,11,11,3,7,0,11,11,2,9,11,11,11,11,0,11
"Credit Services, Inc.",3,3,3,3,3,1,1,3,3,1,3,3,3,3,3,0,3
"Credit Shop, Incorporated",7,7,6,7,3,3,2,7,7,1,4,7,7,7,7,3,7
Credit Solutions,21,21,21,21,19,10,0,21,19,4,18,21,21,21,21,10,21
Credit Solutions LLC,10,10,10,10,10,3,1,10,9,0,9,10,10,10,10,2,10
"Credit Solutions, LLC (KY)",53,53,53,53,53,21,9,52,43,7,41,53,53,53,53,29,53
"Credit Systems International, Inc.",354,354,351,354,353,121,2,353,328,36,266,354,354,354,354,173,354
"Credit Systems of the Fox Valley, Inc.",17,17,17,17,17,7,4,17,14,5,15,17,17,17,17,10,17
"Credit Technologies, Inc.",72,72,57,72,63,35,68,72,60,11,64,72,72,72,72,20,72
"Credit Technology, Inc.",20,20,18,20,19,7,9,20,19,4,16,20,20,20,20,3,20
"Credit Union Mortgage Association, Inc.",19,19,19,19,2,7,11,19,17,3,10,19,19,19,19,15,19
Credit Wise Recovery Solution LLC,13,13,13,13,13,6,2,13,10,1,8,13,13,13,13,2,13
Credit and Receivables Services Inc.,4,4,4,4,4,1,0,4,3,1,4,4,4,4,4,2,4
"CreditGUARD of America, Inc.",2,2,2,2,0,2,1,2,1,1,2,2,2,2,2,1,2
"Creditech, Inc.",7,7,7,7,7,4,1,7,4,1,6,7,7,7,7,2,7
"Creditmax Collection Agency, Inc. d/b/a Creditmax, Inc.",4,4,4,4,4,3,1,4,3,2,4,4,4,4,4,1,4
"Credito Real USA Finance, LLC",48,48,48,48,29,28,30,48,42,9,39,48,48,48,48,25,48
Creditor Advocates Inc,10,10,10,10,10,3,6,10,9,1,6,10,10,10,10,5,10
"Creditor Claims of America, Inc.",10,10,10,10,10,3,8,10,10,2,9,10,10,10,10,8,10
Creditors Bureau Associates,68,68,67,68,68,34,1,68,58,9,57,68,68,68,68,29,68
"Creditors Collection Bureau, Inc.",17,17,16,17,17,4,0,17,16,1,12,17,17,17,17,13,17
Creditors Collection Service,70,70,70,70,69,27,53,69,60,6,47,70,70,70,70,39,70
Creditors Service Bureau Inc,12,12,12,12,12,7,1,12,12,0,8,12,12,12,12,5,12
"Creditors Specialty Northwest, Inc.",1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1
Creditors Specialty Service Inc,24,24,23,24,22,16,0,23,20,0,22,24,24,24,24,19,24
"Creditors' Protection Service, Inc.",9,9,9,9,9,4,3,9,9,1,8,9,9,9,9,3,9
"Creditors' Service Bureau of Niles, Inc",4,4,4,4,4,3,2,4,4,0,4,4,4,4,4,1,4
"Creditrepair.com Holdings, Inc.",25,25,23,25,8,14,0,24,20,4,19,25,25,25,25,3,25
"Credits, Incorporated",5,5,5,5,5,5,4,5,5,2,5,5,5,5,5,1,5
"Creekside Finance, Inc.",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
"Crescent City Credit Recovery, Inc.",2,2,2,2,2,1,2,2,1,0,1,2,2,2,2,1,2
"Crimson Mortgage, Inc.",1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1
Critical Resolution Mediation LLC,93,93,90,93,88,53,50,91,77,8,63,93,93,93,93,54,93
Cross Country Financial Corporation,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1
"Cross State Motors, LLC",1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
"CrossCheck, Inc.",23,23,23,23,16,11,0,22,18,5,13,23,23,23,23,11,23
Crossman Portfolio Management,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
Crosspoint Financial Inc.,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1
"Crosstown Law, LLC",17,17,17,17,17,6,0,17,15,3,10,17,17,17,17,17,17
Crow Creek Sioux Tribe,60,60,49,60,2,37,57,58,45,8,49,60,60,60,60,13,60
"Crown Asset Management, LLC",114,114,110,114,108,46,24,111,100,19,68,114,114,114,114,43,114
"Crown Holdings, LLC",12,12,12,12,12,6,1,12,9,1,8,12,12,12,12,6,12
"Crystal Motorsports, LLC",3,3,3,3,2,1,0,3,2,1,2,3,3,3,3,1,3
Cumulus Funding LLC,4,4,3,4,0,1,2,4,3,0,3,4,4,4,4,2,4
Cunningham Law Inc.,2,2,2,2,2,1,1,2,2,0,2,2,2,2,2,1,2
Curo Inc.,2,2,1,2,1,2,2,2,2,0,2,2,2,2,2,2,2
Currencies Direct Inc.,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
"Curtin Law Firm, P.C.",1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1
"Curtwright & Klein, LLC",12,12,12,12,12,6,4,12,10,2,10,12,12,12,12,12,12
Cuzco Capital Investment Management,2,2,2,2,2,0,1,2,2,0,0,2,2,2,2,0,2
Cycleone Financial Group,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1
Cypress Collections,4,4,4,4,4,1,2,4,4,0,2,4,4,4,4,3,4
"Cypress Financial Recoveries, LLC",3,3,3,3,3,2,2,3,3,1,2,3,3,3,3,0,3
"D&A Services, LLC",159,159,156,159,156,53,11,158,144,27,85,159,159,159,159,108,159
"D'Aquila, Contreras and Vega, A Professional Law Corporation",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
D. SCOTT CARRUTHERS,153,153,153,153,147,77,27,152,147,7,128,153,153,153,153,106,153
D.B.F. COLLECTION CORP.,3,3,3,3,3,0,0,3,3,0,0,3,3,3,3,2,3
"D.B.M.E., INC",7,7,7,7,7,4,3,7,5,2,6,7,7,7,7,6,7
"D.S. Erickson & Associates, PLLC",3,3,3,3,3,0,2,2,2,1,2,3,3,3,3,0,3
D2 Management LLC,91,91,88,91,85,54,21,87,78,13,74,91,91,91,91,36,91
DARCARS AUTOMOTIVE  (Mariam Inc.),1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
"DAS ACQUISITION COMPANY, LLC",17,17,17,17,0,5,5,17,14,5,9,17,17,17,17,15,17
DAS Inc,2,2,2,2,2,1,0,2,2,0,1,2,2,2,2,0,2
DAVIDSON FINK LLP,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1
DCB Financial LLC,2,2,2,2,2,0,1,2,2,0,1,2,2,2,2,2,2
"DCI Credit Services, Inc.",24,24,23,24,24,13,9,23,16,1,21,24,24,24,24,7,24
DCN Holdings Inc.,53,53,52,53,51,29,40,52,44,6,46,53,53,53,53,23,53
DCQ LLC,24,24,23,24,24,9,2,23,23,1,13,24,24,24,24,9,24
"DCS Financial, Inc.",7,7,7,7,7,3,7,7,6,1,7,7,7,7,7,7,7
"DEBT 0, INC",6,6,6,6,0,2,6,6,6,0,3,6,6,6,6,0,6
DEBT CREDIT SERVICES,6,6,6,6,5,4,0,6,2,3,6,6,6,6,6,1,6
DEEP SOUTH FINANCIAL SERVICES INC.,6,6,5,6,5,3,2,5,3,0,5,6,6,6,6,2,6
DELMAR FINANCIAL COMPANY,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
DEPENDABLE CREDIT CORP,4,4,4,4,1,1,2,4,4,0,2,4,4,4,4,3,4
DEVAL LLC,19,19,19,19,1,1,3,19,19,5,2,19,19,19,19,17,19
DEVELOPER'S MORTGAGE CO.,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
DFC GLOBAL CORP,117,117,96,117,59,42,54,105,98,25,63,117,117,117,117,72,117
"DFI Funding, Inc.",3,3,3,3,0,0,3,3,3,3,2,3,3,3,3,3,3
"DHA FINANCIAL, INC.",1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
DHI MORTGAGE COMPANY,69,69,69,69,1,29,48,68,63,10,43,69,69,69,69,45,69
"DIRECMANAGEMENT, INC.",27,27,27,27,27,19,8,27,20,4,23,27,27,27,27,4,27
DIRECT LENDERS LLC,5,5,5,5,0,1,2,5,5,2,2,5,5,5,5,4,5
DIRECTORS FINANCIAL GROUP,3,3,3,3,1,1,0,3,3,1,3,3,3,3,3,1,3
DISCOVER BANK,11391,11391,7058,11391,6059,3644,0,11213,10343,1594,6184,11391,11391,11391,11391,6441,11391
DIXIE FINANCE COMPANY,3,3,3,3,1,1,0,3,2,0,2,3,3,3,3,1,3
"DLC, LLC",60,60,43,60,24,24,0,58,55,7,41,60,60,60,60,37,60
DLG LLC,2,2,2,2,2,1,0,2,1,0,1,2,2,2,2,1,2
DM Motors,2,2,2,2,0,2,0,2,2,0,2,2,2,2,2,2,2
DMA Financial Corp.,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1
"DMB Financial, LLC",13,13,13,13,3,6,4,12,11,5,8,13,13,13,13,4,13
"DMEC Capital Services LLC, DBA Settle Our Debt",1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1
DOAN SOLUTIONS,12,12,12,12,8,7,6,10,9,0,7,12,12,12,12,4,12
"DOLEX DOLLAR EXPRESS, INC.",21,21,21,21,0,5,16,20,21,4,6,21,21,21,21,14,21
"DOUGLAS, KNIGHT & ASSOCIATES, INC.",8,8,8,8,8,5,4,7,6,1,5,8,8,8,8,6,8
"DPL Associates, Ltd.",3,3,3,3,3,0,3,3,3,0,0,3,3,3,3,1,3
